learner_id,prior_knowledge_level,learning_style,baseline_quiz_score,module_id,topic,difficulty_level,content_type,estimated_time,time_spent,attempts,clicks,engagement_score,quiz_score,mastery_level,retention_score,reward
L103,Low,Visual,34,C033,Thermodynamics,2,Video,420,372,1,7,1.59,71,Advanced,64,1
L103,Low,Visual,34,C049,Electrochemistry,1,Video,600,295,3,4,0.89,14,Beginner,20,0
L103,Low,Visual,34,C034,Thermodynamics,2,Text,540,701,1,4,1.7,9,Beginner,16,0
L103,Low,Visual,34,C043,Acids & Bases,1,Video,300,297,1,13,2.29,23,Beginner,27,0
L103,Low,Visual,34,C049,Atomic Structure,1,Text,900,465,3,5,1.02,9,Beginner,19,0
L103,Low,Visual,34,C024,Thermodynamics,3,Video,1440,1754,2,2,1.42,28,Beginner,31,0
L103,Low,Visual,34,C026,Thermodynamics,1,Text,480,331,2,12,1.89,83,Advanced,85,1
L103,Low,Visual,34,C027,Electrochemistry,5,Quiz,1320,1897,1,9,2.34,64,Intermediate,60,1
L103,Low,Visual,34,C036,Electrochemistry,2,Text,1200,1278,3,6,1.67,4,Beginner,13,0
L103,Low,Visual,34,C016,Thermodynamics,3,Quiz,1260,1371,2,8,1.89,23,Beginner,31,0
L103,Low,Visual,34,C012,Thermodynamics,5,Video,660,604,1,2,1.12,28,Beginner,29,0
L103,Low,Visual,34,C044,Organic Chemistry,1,Quiz,540,531,2,4,1.38,63,Intermediate,54,1
L103,Low,Visual,34,C046,Atomic Structure,4,Quiz,1080,1900,1,4,2.16,38,Beginner,40,0
L103,Low,Visual,34,C003,Kinetics,4,Simulation,1260,786,1,7,1.32,76,Advanced,77,1
L104,Medium,Textual,35,C020,Acids & Bases,3,Text,1440,2196,1,1,1.62,70,Advanced,75,1
L104,Medium,Textual,35,C011,Electrochemistry,5,Quiz,1260,1041,3,4,1.23,91,Advanced,87,1
L104,Medium,Textual,35,C050,Thermodynamics,5,Quiz,900,1165,2,4,1.69,90,Advanced,91,1
L104,Medium,Textual,35,C046,Organic Chemistry,5,Text,1440,1486,1,10,2.03,52,Intermediate,45,0
L104,Medium,Textual,35,C039,Atomic Structure,5,Text,1200,1064,2,13,2.19,50,Intermediate,60,0
L104,Medium,Textual,35,C022,Equilibrium,2,Text,1080,788,2,5,1.23,0,Beginner,-6,0
L104,Medium,Textual,35,C033,Acids & Bases,3,Video,1440,940,2,6,1.25,31,Beginner,28,0
L104,Medium,Textual,35,C013,Kinetics,1,Video,780,1079,3,7,2.08,22,Beginner,22,0
L104,Medium,Textual,35,C018,Equilibrium,2,Text,360,323,2,12,2.1,66,Intermediate,70,1
L104,Medium,Textual,35,C020,Thermodynamics,4,Video,540,705,1,10,2.31,99,Advanced,97,1
L104,Medium,Textual,35,C010,Thermodynamics,2,Text,1320,1926,3,8,2.26,14,Beginner,9,0
L104,Medium,Textual,35,C033,Atomic Structure,1,Simulation,1260,1418,2,4,1.53,69,Intermediate,72,1
L104,Medium,Textual,35,C049,Equilibrium,5,Text,360,230,2,4,1.04,38,Beginner,29,0
L104,Medium,Textual,35,C007,Organic Chemistry,2,Video,480,386,3,10,1.8,57,Intermediate,53,0
L104,Medium,Textual,35,C037,Acids & Bases,4,Quiz,300,378,1,3,1.56,67,Intermediate,72,1
L104,Medium,Textual,35,C010,Atomic Structure,2,Quiz,1260,677,3,8,1.34,54,Intermediate,58,0
L104,Medium,Textual,35,C047,Atomic Structure,1,Quiz,1020,1505,1,5,1.98,49,Intermediate,40,0
L104,Medium,Textual,35,C023,Equilibrium,5,Simulation,780,728,3,13,2.23,57,Intermediate,62,0
L104,Medium,Textual,35,C007,Organic Chemistry,4,Simulation,900,644,1,14,2.12,57,Intermediate,61,0
L104,Medium,Textual,35,C001,Atomic Structure,1,Quiz,1380,1375,3,12,2.2,2,Beginner,10,0
L105,High,Visual,77,C042,Acids & Bases,1,Quiz,1320,622,3,12,1.67,57,Intermediate,61,0
L105,High,Visual,77,C027,Electrochemistry,5,Simulation,420,501,2,4,1.59,13,Beginner,20,0
L105,High,Visual,77,C019,Organic Chemistry,3,Text,720,922,3,1,1.38,68,Intermediate,59,1
L105,High,Visual,77,C017,Acids & Bases,4,Simulation,900,882,2,10,1.98,29,Beginner,25,0
L105,High,Visual,77,C044,Atomic Structure,5,Video,1200,1061,3,2,1.08,26,Beginner,24,0
L105,High,Visual,77,C019,Atomic Structure,4,Simulation,780,596,1,3,1.06,85,Advanced,93,1
L105,High,Visual,77,C010,Organic Chemistry,5,Quiz,420,392,1,14,2.33,88,Advanced,96,1
L105,High,Visual,77,C002,Acids & Bases,2,Video,720,792,1,9,2.0,35,Beginner,39,0
L105,High,Visual,77,C023,Organic Chemistry,5,Text,840,817,2,8,1.77,79,Advanced,79,1
L105,High,Visual,77,C048,Acids & Bases,1,Text,960,1423,1,6,2.08,91,Advanced,89,1
L105,High,Visual,77,C040,Electrochemistry,2,Quiz,1260,1302,3,11,2.13,87,Advanced,88,1
L105,High,Visual,77,C020,Acids & Bases,2,Quiz,480,461,1,12,2.16,56,Intermediate,57,0
L105,High,Visual,77,C042,Thermodynamics,3,Text,1080,1287,1,4,1.59,49,Intermediate,43,0
L105,High,Visual,77,C010,Acids & Bases,2,Video,780,780,3,12,2.2,30,Beginner,32,0
L105,High,Visual,77,C042,Atomic Structure,5,Quiz,600,817,3,3,1.66,13,Beginner,7,0
L105,High,Visual,77,C002,Thermodynamics,5,Quiz,780,842,3,1,1.18,56,Intermediate,50,0
L105,High,Visual,77,C048,Thermodynamics,2,Text,360,284,1,3,1.09,97,Advanced,100,1
L105,High,Visual,77,C036,Organic Chemistry,1,Text,360,248,2,10,1.69,94,Advanced,96,1
L105,High,Visual,77,C038,Equilibrium,4,Video,600,612,3,14,2.42,25,Beginner,31,0
L105,High,Visual,77,C026,Acids & Bases,5,Simulation,960,921,2,4,1.36,8,Beginner,12,0
L106,High,Textual,48,C039,Electrochemistry,3,Text,1440,780,3,6,1.14,73,Advanced,69,1
L106,High,Textual,48,C026,Equilibrium,2,Simulation,1020,1776,2,8,2.54,22,Beginner,32,0
L106,High,Textual,48,C006,Organic Chemistry,2,Quiz,360,272,1,13,2.06,96,Advanced,105,1
L106,High,Textual,48,C043,Electrochemistry,2,Quiz,540,811,2,10,2.5,60,Intermediate,68,1
L106,High,Textual,48,C002,Atomic Structure,4,Simulation,840,964,3,10,2.15,0,Beginner,5,0
L106,High,Textual,48,C029,Electrochemistry,3,Simulation,360,309,3,4,1.26,62,Intermediate,55,1
L106,High,Textual,48,C012,Acids & Bases,5,Simulation,1380,1738,1,9,2.16,55,Intermediate,53,0
L106,High,Textual,48,C039,Thermodynamics,3,Simulation,1380,1986,1,1,1.54,37,Beginner,29,0
L106,High,Textual,48,C006,Acids & Bases,4,Text,300,330,1,4,1.5,64,Intermediate,74,1
L106,High,Textual,48,C046,Kinetics,1,Video,300,354,2,6,1.78,46,Intermediate,51,0
L106,High,Textual,48,C001,Acids & Bases,2,Video,780,592,3,13,2.06,42,Intermediate,34,0
L106,High,Textual,48,C002,Electrochemistry,1,Quiz,1200,1211,3,1,1.11,17,Beginner,13,0
L106,High,Textual,48,C048,Organic Chemistry,4,Video,1260,1801,2,14,2.83,33,Beginner,28,0
L106,High,Textual,48,C040,Thermodynamics,3,Text,720,734,3,10,2.02,4,Beginner,-5,0
L106,High,Textual,48,C022,Electrochemistry,5,Quiz,960,757,1,4,1.19,91,Advanced,90,1
L106,High,Textual,48,C031,Equilibrium,1,Simulation,540,375,1,4,1.09,59,Intermediate,54,0
L106,High,Textual,48,C017,Organic Chemistry,4,Text,780,1032,3,11,2.42,1,Beginner,8,0
L106,High,Textual,48,C004,Thermodynamics,1,Video,1260,1227,2,8,1.77,86,Advanced,83,1
L106,High,Textual,48,C006,Electrochemistry,5,Text,480,608,3,13,2.57,99,Advanced,107,1
L106,High,Textual,48,C027,Thermodynamics,4,Simulation,600,1055,3,7,2.46,45,Intermediate,44,0
L107,High,Mixed,67,C008,Atomic Structure,4,Quiz,720,601,1,5,1.33,30,Beginner,21,0
L107,High,Mixed,67,C015,Atomic Structure,4,Video,1200,1423,2,11,2.29,35,Beginner,30,0
L107,High,Mixed,67,C012,Acids & Bases,5,Text,1020,722,3,14,2.11,21,Beginner,25,0
L107,High,Mixed,67,C033,Kinetics,2,Video,1320,816,2,10,1.62,17,Beginner,14,0
L107,High,Mixed,67,C008,Atomic Structure,2,Quiz,660,777,1,1,1.28,45,Intermediate,38,0
L107,High,Mixed,67,C022,Organic Chemistry,5,Quiz,720,802,2,1,1.21,78,Advanced,74,1
L107,High,Mixed,67,C013,Acids & Bases,1,Simulation,1200,1679,3,3,1.7,5,Beginner,8,0
L107,High,Mixed,67,C017,Kinetics,5,Text,1440,806,3,2,0.76,12,Beginner,15,0
L107,High,Mixed,67,C050,Kinetics,4,Simulation,900,1078,1,1,1.3,88,Advanced,97,1
L107,High,Mixed,67,C044,Thermodynamics,5,Quiz,300,367,3,4,1.62,87,Advanced,96,1
L107,High,Mixed,67,C013,Organic Chemistry,5,Video,1440,800,2,8,1.36,43,Intermediate,42,0
L107,High,Mixed,67,C025,Kinetics,3,Quiz,300,64,1,1,0.31,97,Advanced,91,0
L107,High,Mixed,67,C040,Kinetics,4,Simulation,780,647,3,14,2.23,8,Beginner,18,0
L107,High,Mixed,67,C031,Acids & Bases,1,Simulation,1440,1230,1,6,1.45,33,Beginner,29,0
L107,High,Mixed,67,C031,Organic Chemistry,3,Text,780,485,3,4,1.02,3,Beginner,3,0
L107,High,Mixed,67,C027,Equilibrium,4,Text,660,460,2,11,1.8,23,Beginner,23,0
L107,High,Mixed,67,C035,Organic Chemistry,2,Text,540,411,3,3,1.06,50,Intermediate,42,0
L107,High,Mixed,67,C038,Electrochemistry,4,Simulation,1440,2194,2,5,2.02,29,Beginner,26,0
L107,High,Mixed,67,C013,Equilibrium,4,Quiz,900,1071,1,6,1.79,86,Advanced,93,1
L107,High,Mixed,67,C004,Organic Chemistry,5,Simulation,840,720,3,1,0.96,77,Advanced,73,0
L108,High,Visual,27,C044,Kinetics,2,Quiz,420,515,3,13,2.53,90,Advanced,85,1
L108,High,Visual,27,C032,Electrochemistry,5,Text,480,563,2,10,2.17,30,Beginner,31,0
L108,High,Visual,27,C046,Kinetics,2,Text,960,856,1,14,2.29,51,Intermediate,42,0
L108,High,Visual,27,C041,Atomic Structure,1,Simulation,720,609,3,13,2.15,13,Beginner,12,0
L108,High,Visual,27,C015,Thermodynamics,5,Text,1320,1140,2,4,1.26,28,Beginner,37,0
L108,High,Visual,27,C001,Kinetics,4,Text,540,688,1,11,2.37,86,Advanced,96,1
L108,High,Visual,27,C008,Electrochemistry,4,Text,960,1208,1,2,1.46,65,Intermediate,72,1
L108,High,Visual,27,C012,Electrochemistry,3,Text,900,675,1,12,1.95,65,Intermediate,70,1
L108,High,Visual,27,C012,Equilibrium,1,Simulation,540,693,1,7,1.98,71,Advanced,62,1
L108,High,Visual,27,C032,Thermodynamics,3,Video,720,850,2,5,1.68,60,Intermediate,65,1
L108,High,Visual,27,C048,Electrochemistry,3,Video,540,492,3,5,1.41,10,Beginner,6,0
L108,High,Visual,27,C003,Atomic Structure,2,Simulation,1020,1003,2,7,1.68,5,Beginner,9,0
L108,High,Visual,27,C015,Electrochemistry,2,Text,1440,1385,3,10,1.96,66,Intermediate,69,1
L108,High,Visual,27,C019,Acids & Bases,1,Video,780,731,3,10,1.94,97,Advanced,88,1
L108,High,Visual,27,C044,Equilibrium,5,Simulation,1380,1159,1,1,0.94,8,Beginner,8,0
L108,High,Visual,27,C016,Acids & Bases,5,Simulation,360,427,2,6,1.79,39,Beginner,32,0
L108,High,Visual,27,C038,Kinetics,5,Video,960,762,2,11,1.89,85,Advanced,93,1
L108,High,Visual,27,C039,Atomic Structure,2,Text,300,291,2,8,1.77,0,Beginner,-1,0
L108,High,Visual,27,C020,Organic Chemistry,5,Quiz,600,317,3,14,1.93,95,Advanced,104,1
L108,High,Visual,27,C002,Equilibrium,2,Simulation,660,711,3,11,2.18,77,Advanced,85,1
L109,Low,Textual,65,C041,Acids & Bases,3,Simulation,480,425,2,3,1.19,61,Intermediate,62,1
L109,Low,Textual,65,C011,Thermodynamics,4,Text,780,719,2,7,1.62,45,Intermediate,45,0
L109,Low,Textual,65,C044,Thermodynamics,4,Quiz,300,174,3,2,0.78,98,Advanced,100,0
L109,Low,Textual,65,C015,Atomic Structure,3,Simulation,1380,1530,1,2,1.31,42,Intermediate,41,0
L109,Low,Textual,65,C025,Acids & Bases,3,Quiz,1320,2112,2,2,1.8,44,Intermediate,36,0
L109,Low,Textual,65,C037,Acids & Bases,3,Video,780,990,3,7,1.97,11,Beginner,2,0
L109,Low,Textual,65,C010,Acids & Bases,2,Text,720,1119,3,14,2.95,49,Intermediate,58,0
L109,Low,Textual,65,C003,Organic Chemistry,3,Video,1380,1872,1,5,1.86,73,Advanced,70,1
L109,Low,Textual,65,C045,Thermodynamics,5,Text,780,1076,2,7,2.08,34,Beginner,27,0
L109,Low,Textual,65,C027,Electrochemistry,5,Text,1380,1638,1,9,2.09,10,Beginner,11,0
L109,Low,Textual,65,C017,Acids & Bases,1,Simulation,480,459,2,12,2.16,17,Beginner,27,0
L109,Low,Textual,65,C048,Equilibrium,2,Quiz,1380,1200,3,12,2.07,33,Beginner,40,0
L109,Low,Textual,65,C015,Equilibrium,1,Quiz,1380,846,2,4,1.01,38,Beginner,42,0
L109,Low,Textual,65,C043,Equilibrium,1,Text,1320,1200,1,10,1.91,71,Advanced,72,1
L109,Low,Textual,65,C019,Equilibrium,3,Text,1440,1168,2,1,0.91,18,Beginner,22,0
L109,Low,Textual,65,C016,Thermodynamics,2,Simulation,420,161,2,11,1.48,100,Advanced,92,1
L109,Low,Textual,65,C019,Kinetics,5,Simulation,360,203,2,8,1.36,96,Advanced,101,1
L109,Low,Textual,65,C003,Electrochemistry,3,Quiz,840,1103,1,1,1.41,97,Advanced,105,1
L109,Low,Textual,65,C040,Thermodynamics,1,Quiz,540,342,2,5,1.13,20,Beginner,30,0
L109,Low,Textual,65,C026,Electrochemistry,3,Text,540,901,1,10,2.67,63,Intermediate,57,1
L110,Medium,Visual,27,C041,Acids & Bases,1,Simulation,780,676,1,7,1.57,6,Beginner,2,0
L110,Medium,Visual,27,C050,Organic Chemistry,3,Quiz,720,382,1,12,1.73,78,Advanced,87,1
L110,Medium,Visual,27,C046,Acids & Bases,2,Quiz,1320,620,3,3,0.77,13,Beginner,12,0
L110,Medium,Visual,27,C037,Thermodynamics,5,Simulation,480,699,1,6,2.06,4,Beginner,-5,0
L110,Medium,Visual,27,C013,Electrochemistry,1,Video,600,354,3,14,1.99,47,Intermediate,49,0
L110,Medium,Visual,27,C046,Thermodynamics,2,Video,1020,593,3,10,1.58,54,Intermediate,64,0
L110,Medium,Visual,27,C020,Electrochemistry,4,Quiz,1380,871,3,3,0.93,0,Beginner,10,0
L110,Medium,Visual,27,C028,Atomic Structure,4,Video,780,1257,3,5,2.11,70,Advanced,75,1
L110,Medium,Visual,27,C010,Equilibrium,1,Text,1260,1565,3,8,2.04,39,Beginner,49,0
L110,Medium,Visual,27,C030,Atomic Structure,5,Simulation,540,533,1,8,1.79,80,Advanced,78,1
L110,Medium,Visual,27,C001,Acids & Bases,1,Video,360,384,1,7,1.77,29,Beginner,37,0
L110,Medium,Visual,27,C017,Kinetics,3,Simulation,1380,1512,1,10,2.1,60,Intermediate,57,1
L110,Medium,Visual,27,C049,Electrochemistry,2,Simulation,1140,1324,2,14,2.56,78,Advanced,83,1
L110,Medium,Visual,27,C028,Organic Chemistry,2,Simulation,300,472,2,8,2.37,66,Intermediate,60,1
L110,Medium,Visual,27,C044,Electrochemistry,4,Text,1260,1508,1,12,2.4,92,Advanced,84,1
L110,Medium,Visual,27,C043,Acids & Bases,4,Text,900,777,2,14,2.26,37,Beginner,31,0
L110,Medium,Visual,27,C040,Electrochemistry,2,Text,720,780,1,4,1.48,28,Beginner,33,0
L110,Medium,Visual,27,C038,Thermodynamics,1,Quiz,660,530,1,3,1.1,62,Intermediate,70,1
L110,Medium,Visual,27,C009,Acids & Bases,1,Quiz,300,317,1,6,1.66,93,Advanced,90,1
L110,Medium,Visual,27,C041,Organic Chemistry,4,Video,960,1397,1,12,2.66,80,Advanced,76,1
L111,Medium,Visual,29,C044,Organic Chemistry,3,Simulation,1440,1184,1,10,1.82,17,Beginner,13,0
L111,Medium,Visual,29,C027,Atomic Structure,2,Text,1260,1741,2,6,1.98,25,Beginner,27,0
L111,Medium,Visual,29,C040,Atomic Structure,5,Video,1440,1478,1,11,2.13,86,Advanced,81,1
L111,Medium,Visual,29,C019,Electrochemistry,3,Quiz,360,371,3,3,1.33,35,Beginner,26,0
L111,Medium,Visual,29,C003,Atomic Structure,4,Quiz,660,750,2,9,2.04,29,Beginner,26,0
L111,Medium,Visual,29,C014,Thermodynamics,3,Text,1260,752,3,10,1.6,95,Advanced,96,1
L111,Medium,Visual,29,C024,Electrochemistry,2,Simulation,420,66,1,8,0.96,90,Advanced,85,0
L111,Medium,Visual,29,C043,Equilibrium,3,Quiz,600,571,3,12,2.15,97,Advanced,88,1
L111,Medium,Visual,29,C012,Electrochemistry,1,Simulation,480,497,2,14,2.44,100,Advanced,95,1
L111,Medium,Visual,29,C020,Kinetics,5,Text,420,433,3,13,2.33,73,Advanced,79,1
L111,Medium,Visual,29,C046,Acids & Bases,2,Simulation,720,434,2,3,0.9,86,Advanced,79,0
L111,Medium,Visual,29,C005,Equilibrium,5,Simulation,300,334,3,2,1.31,53,Intermediate,52,0
L111,Medium,Visual,29,C022,Equilibrium,1,Simulation,660,839,3,2,1.47,38,Beginner,30,0
L111,Medium,Visual,29,C003,Atomic Structure,5,Text,540,623,3,3,1.45,64,Intermediate,74,1
L111,Medium,Visual,29,C021,Acids & Bases,3,Quiz,1320,1160,1,9,1.78,11,Beginner,13,0
L111,Medium,Visual,29,C010,Electrochemistry,2,Text,900,998,1,3,1.41,53,Intermediate,54,0
L111,Medium,Visual,29,C018,Organic Chemistry,2,Video,660,167,2,10,1.25,7,Beginner,7,0
L111,Medium,Visual,29,C043,Thermodynamics,1,Video,1440,1406,3,9,1.88,71,Advanced,67,1
L111,Medium,Visual,29,C026,Atomic Structure,2,Simulation,300,179,3,5,1.1,4,Beginner,12,0
L111,Medium,Visual,29,C008,Atomic Structure,5,Text,480,352,1,9,1.63,94,Advanced,85,1
L112,Low,Mixed,54,C004,Equilibrium,1,Text,1200,1115,2,8,1.73,55,Intermediate,49,0
L112,Low,Mixed,54,C004,Acids & Bases,4,Quiz,300,264,1,12,2.08,99,Advanced,90,1
L112,Low,Mixed,54,C045,Acids & Bases,1,Simulation,1380,1451,1,7,1.75,63,Intermediate,62,1
L112,Low,Mixed,54,C032,Atomic Structure,1,Video,540,615,3,14,2.54,33,Beginner,28,0
L112,Low,Mixed,54,C037,Kinetics,5,Video,1260,325,2,2,0.46,35,Beginner,31,0
L112,Low,Mixed,54,C028,Thermodynamics,4,Quiz,1380,1703,3,10,2.23,68,Intermediate,60,1
L112,Low,Mixed,54,C002,Acids & Bases,3,Text,660,606,3,12,2.12,81,Advanced,75,1
L112,Low,Mixed,54,C034,Acids & Bases,3,Text,1200,1328,3,2,1.31,96,Advanced,90,1
L112,Low,Mixed,54,C045,Organic Chemistry,2,Text,1020,1077,3,6,1.66,32,Beginner,33,0
L112,Low,Mixed,54,C025,Thermodynamics,5,Simulation,300,344,3,10,2.15,10,Beginner,14,0
L112,Low,Mixed,54,C038,Acids & Bases,2,Text,1440,1320,3,12,2.12,61,Intermediate,66,1
L112,Low,Mixed,54,C040,Equilibrium,5,Simulation,360,355,2,4,1.39,22,Beginner,20,0
L112,Low,Mixed,54,C005,Kinetics,1,Text,1200,1292,3,12,2.28,100,Advanced,93,1
L112,Low,Mixed,54,C047,Electrochemistry,4,Video,360,235,3,6,1.25,21,Beginner,20,0
L112,Low,Mixed,54,C042,Thermodynamics,5,Text,1320,1000,2,1,0.86,14,Beginner,7,0
L112,Low,Mixed,54,C044,Electrochemistry,3,Video,1140,982,3,5,1.36,55,Intermediate,63,0
L112,Low,Mixed,54,C040,Organic Chemistry,2,Text,300,314,3,9,1.95,93,Advanced,86,1
L112,Low,Mixed,54,C038,Equilibrium,1,Text,1380,923,2,4,1.07,64,Intermediate,66,1
L112,Low,Mixed,54,C021,Organic Chemistry,3,Text,1140,1116,3,2,1.18,21,Beginner,14,0
L112,Low,Mixed,54,C034,Equilibrium,2,Simulation,480,382,3,8,1.6,29,Beginner,38,0
L113,Medium,Mixed,54,C010,Thermodynamics,2,Text,540,570,2,2,1.26,97,Advanced,88,1
L113,Medium,Mixed,54,C022,Electrochemistry,2,Quiz,1440,563,1,5,0.89,13,Beginner,9,0
L113,Medium,Mixed,54,C026,Kinetics,4,Text,900,1043,2,7,1.86,93,Advanced,89,1
L113,Medium,Mixed,54,C022,Kinetics,3,Quiz,600,406,1,14,2.08,50,Intermediate,51,0
L113,Medium,Mixed,54,C029,Atomic Structure,3,Text,540,549,3,11,2.12,77,Advanced,72,1
L113,Medium,Mixed,54,C044,Organic Chemistry,2,Quiz,480,303,1,6,1.23,60,Intermediate,56,1
L113,Medium,Mixed,54,C014,Acids & Bases,3,Simulation,540,606,3,7,1.82,93,Advanced,89,1
L113,Medium,Mixed,54,C025,Equilibrium,1,Simulation,480,447,1,9,1.83,44,Intermediate,45,0
L113,Medium,Mixed,54,C029,Thermodynamics,3,Quiz,1200,607,1,5,1.01,44,Intermediate,40,0
L113,Medium,Mixed,54,C042,Thermodynamics,4,Video,1440,779,1,7,1.24,58,Intermediate,64,0
L113,Medium,Mixed,54,C015,Equilibrium,4,Quiz,600,520,1,5,1.37,24,Beginner,22,0
L113,Medium,Mixed,54,C031,Electrochemistry,4,Video,720,661,1,5,1.42,60,Intermediate,51,1
L113,Medium,Mixed,54,C035,Kinetics,2,Video,840,1107,3,11,2.42,93,Advanced,85,1
L113,Medium,Mixed,54,C038,Equilibrium,2,Quiz,600,854,1,7,2.12,52,Intermediate,62,0
L113,Medium,Mixed,54,C033,Atomic Structure,3,Quiz,420,585,2,6,1.99,68,Intermediate,62,1
L113,Medium,Mixed,54,C038,Equilibrium,1,Simulation,1260,1056,3,13,2.14,40,Intermediate,40,0
L113,Medium,Mixed,54,C018,Atomic Structure,5,Simulation,1020,333,1,3,0.63,36,Beginner,31,0
L113,Medium,Mixed,54,C049,Kinetics,1,Text,1440,1799,2,3,1.55,95,Advanced,101,1
L113,Medium,Mixed,54,C026,Equilibrium,3,Video,1020,1212,2,13,2.49,62,Intermediate,55,1
L113,Medium,Mixed,54,C039,Equilibrium,2,Video,1320,1461,1,7,1.81,47,Intermediate,42,0
L114,High,Visual,74,C014,Equilibrium,4,Quiz,300,282,2,4,1.34,99,Advanced,106,1
L114,High,Visual,74,C017,Kinetics,2,Simulation,780,362,3,1,0.56,16,Beginner,26,0
L114,High,Visual,74,C006,Equilibrium,4,Quiz,1080,907,3,8,1.64,93,Advanced,96,1
L114,High,Visual,74,C043,Electrochemistry,1,Quiz,840,947,1,13,2.43,39,Beginner,49,0
L114,High,Visual,74,C016,Electrochemistry,4,Quiz,660,735,2,10,2.11,8,Beginner,-1,0
L114,High,Visual,74,C033,Thermodynamics,3,Video,480,572,2,4,1.59,72,Advanced,82,1
L114,High,Visual,74,C035,Equilibrium,5,Text,780,729,2,11,2.03,95,Advanced,93,1
L114,High,Visual,74,C002,Organic Chemistry,4,Quiz,480,418,3,12,2.07,36,Beginner,37,0
L114,High,Visual,74,C024,Kinetics,1,Text,660,766,2,2,1.36,67,Intermediate,70,1
L114,High,Visual,74,C023,Acids & Bases,5,Simulation,1080,1631,1,13,2.81,20,Beginner,13,0
L114,High,Visual,74,C042,Atomic Structure,2,Text,1020,1180,1,7,1.86,52,Intermediate,62,0
L114,High,Visual,74,C008,Thermodynamics,4,Text,1320,1416,3,12,2.27,50,Intermediate,48,0
L114,High,Visual,74,C037,Equilibrium,2,Quiz,1140,912,2,7,1.5,7,Beginner,7,0
L114,High,Visual,74,C028,Acids & Bases,5,Text,1440,1801,2,13,2.55,42,Intermediate,36,0
L114,High,Visual,74,C006,Thermodynamics,5,Quiz,840,459,2,6,1.15,56,Intermediate,62,0
L114,High,Visual,74,C018,Atomic Structure,4,Video,360,350,3,6,1.57,71,Advanced,68,1
L114,High,Visual,74,C001,Atomic Structure,5,Video,420,343,1,6,1.42,80,Advanced,87,1
L114,High,Visual,74,C011,Organic Chemistry,3,Video,1080,1552,3,12,2.64,43,Intermediate,35,0
L114,High,Visual,74,C011,Kinetics,4,Text,840,1182,2,4,1.81,72,Advanced,68,1
L114,High,Visual,74,C046,Equilibrium,5,Quiz,1440,1467,2,12,2.22,18,Beginner,13,0
L115,Medium,Visual,30,C026,Electrochemistry,2,Video,720,864,3,8,2.0,90,Advanced,87,1
L115,Medium,Visual,30,C035,Equilibrium,2,Video,1140,1415,3,13,2.54,80,Advanced,72,1
L115,Medium,Visual,30,C037,Kinetics,5,Video,1260,939,1,13,2.05,40,Intermediate,46,0
L115,Medium,Visual,30,C034,Kinetics,4,Simulation,960,974,1,9,1.91,30,Beginner,38,0
L115,Medium,Visual,30,C022,Acids & Bases,5,Simulation,420,383,2,2,1.11,87,Advanced,87,1
L115,Medium,Visual,30,C020,Electrochemistry,3,Simulation,360,317,1,3,1.18,65,Intermediate,57,1
L115,Medium,Visual,30,C034,Equilibrium,2,Text,1140,1395,3,11,2.32,87,Advanced,91,1
L115,Medium,Visual,30,C048,Acids & Bases,5,Text,300,314,2,1,1.15,16,Beginner,13,0
L115,Medium,Visual,30,C047,Kinetics,2,Simulation,720,659,1,9,1.82,96,Advanced,87,1
L115,Medium,Visual,30,C007,Electrochemistry,3,Quiz,540,436,1,4,1.21,16,Beginner,7,0
L115,Medium,Visual,30,C019,Kinetics,2,Simulation,720,231,3,5,0.82,92,Advanced,98,0
L115,Medium,Visual,30,C025,Organic Chemistry,5,Video,1440,1540,3,12,2.27,51,Intermediate,61,0
L115,Medium,Visual,30,C018,Equilibrium,1,Text,360,395,3,13,2.4,21,Beginner,26,0
L115,Medium,Visual,30,C044,Atomic Structure,3,Simulation,1320,1805,2,6,1.97,68,Intermediate,64,1
L115,Medium,Visual,30,C006,Kinetics,5,Quiz,1440,2116,3,14,2.87,58,Intermediate,50,0
L115,Medium,Visual,30,C021,Equilibrium,2,Text,360,262,2,13,2.03,48,Intermediate,53,0
L115,Medium,Visual,30,C005,Electrochemistry,5,Video,540,312,2,1,0.68,12,Beginner,12,0
L115,Medium,Visual,30,C044,Organic Chemistry,3,Text,660,652,3,10,1.99,88,Advanced,98,1
L115,Medium,Visual,30,C009,Equilibrium,1,Video,1020,1277,2,7,1.95,87,Advanced,92,1
L115,Medium,Visual,30,C015,Organic Chemistry,3,Video,600,739,1,8,2.03,44,Intermediate,37,0
L116,High,Textual,42,C015,Electrochemistry,4,Video,1260,1328,3,5,1.55,45,Intermediate,41,0
L116,High,Textual,42,C049,Electrochemistry,4,Text,1260,1261,2,11,2.1,9,Beginner,4,0
L116,High,Textual,42,C011,Acids & Bases,1,Simulation,1080,1289,2,10,2.19,85,Advanced,78,1
L116,High,Textual,42,C030,Acids & Bases,4,Text,600,629,3,10,2.05,22,Beginner,21,0
L116,High,Textual,42,C047,Organic Chemistry,5,Quiz,1380,885,3,12,1.84,66,Intermediate,63,1
L116,High,Textual,42,C005,Organic Chemistry,2,Text,1380,621,1,12,1.65,73,Advanced,67,1
L116,High,Textual,42,C043,Electrochemistry,3,Video,780,916,3,5,1.67,30,Beginner,23,0
L116,High,Textual,42,C021,Electrochemistry,4,Quiz,1200,1219,2,1,1.12,6,Beginner,0,0
